vulgar content,"I love TikTok but when I'm not expecting it something perverted or something comes up and I always find funny stuff to watch pls help,keep up the great work TikTok team"
privacy or information leak,People steal our profile pics.....??? Or else everything is going on good
permission abuse,"What thing? I have to open the positioning permission, but I can't. I've tried it several times. Is this thing a lie	"
virus,"I only rely on the installation of the desktop, but there is no such game? Virus? Don't persuade everyone	"
fail to install,"Too much to install	"
fail to login or register,"Too bad. The verification code is blocked and you can't log in at all!	"
payment deception,Another one of those if u want to talk pay me sites stay away
ad disruption,Watch ads to get points...not bad. Take surveys to be rewarded with points that are never given to you or you get to the last question and all of a sudden you have been disqualified. Boost teamed up with a scammy company for the surveys.
payment deception,You have to pay for everything
ad disruption,"Complete garbage. Nothing but ads, and does NOT work. I do not recommend."
fail to delete,"Rogue software cannot be uninstalled	"
payment deception,"It's a deceptive software. You can't chat without charging money	"
fail to login or register,It was not letting me to sign. In
app ranking fraud,Fake. Do not download. Comments are fake
app ranking fraud,"Fake. Do not download. Comments are brushed	"
fail to exit,"Why can't you quit?	"
vulgar content,Fun to use app but u must be very creative n hilarious or sexy af to get fans
bad performance,"When I turn on this camera, it often crashes. When it crashes, I don't even have the photos I took before. My mobile phone hasn't tried to crash in other cases "
privacy or information leak,"When I turn on this camera, it often crashes. When it crashes, I don't even have the photos I took before. My mobile phone hasn't tried to crash in other cases	"
payment deception,You get it for free then you have to pay bogas
fail to start,"I'm down. I can use users to enter, but what's the matter with direct flash back?	"
fail to start,cannot even open app.always force closes.
virus,"Garbage is poisonous. Don't download it	"
payment deception,What the hack is this... what a trick. Its free when you download...but must pay to do the project
drive-by download,force me to download
vulgar content,To much of men looking for sex.
privacy or information leak,so i deleted it and redownload it and it wouldnt let me back in my account
